config,model,id,source,correct,steps,tool_calls,cost,seconds,answer,gold
"cheap, arxiv + page",mimo-v2.5,research-36,research,True,2,1,0.0008894143999999991,25.4,520,520
"cheap, arxiv + page",mimo-v2.5,research-37,research,True,2,1,0.00044684079999999984,15.9,mini-swe-agent,mini-swe-agent
"cheap, arxiv + page",mimo-v2.5,research-38,research,True,2,1,0.0006449128000000012,18.6,80.0%,80.0%
"cheap, arxiv + page",mimo-v2.5,research-39,research,True,2,1,0.0005839287999999995,16.1,50,50
"cheap, arxiv + page",mimo-v2.5,research-40,research,True,2,1,0.0004728360000000008,11.6,15.5%,15.5%
"strong, arxiv + page",deepseek-v4-pro-0813,research-1,research,True,2,1,0.005042511936000001,12.1,MUSE,MUSE
"strong, arxiv + page",deepseek-v4-pro-0813,research-2,research,True,2,1,0.0065432595360000005,15.0,14,14
"strong, arxiv + page",deepseek-v4-pro-0813,research-3,research,True,2,1,0.009402981984,21.2,AutoMEM,AutoMEM
"strong, arxiv + page",deepseek-v4-pro-0813,research-4,research,True,2,1,0.004006676784000001,10.2,SentinelBench contains 100 tasks.,100
"strong, arxiv + page",deepseek-v4-pro-0813,research-5,research,True,2,1,0.00863408832,19.3,258 lemmas and theorems.,258
"strong, arxiv + page",deepseek-v4-pro-0813,research-6,research,True,2,1,0.00677252268,14.5,A single round of Retrospective Harness Optimization raised ,78%
"strong, arxiv + page",deepseek-v4-pro-0813,research-7,research,True,2,1,0.007201034016,15.7,HarnessFix improves performance over the initial harnesses b,18.4%
"strong, arxiv + page",deepseek-v4-pro-0813,research-8,research,True,2,1,0.01046372316,26.7,68.3%,68.3%
"strong, arxiv + page",deepseek-v4-pro-0813,research-9,research,True,2,1,0.005734133063999999,18.5,285 cases,285
"strong, arxiv + page",deepseek-v4-pro-0813,research-10,research,True,2,1,0.005744989536,17.0,95% (improved from 80%),95%
"strong, arxiv + page",deepseek-v4-pro-0813,research-11,research,True,2,1,0.008953396319999998,20.9,18%,18%
"strong, arxiv + page",deepseek-v4-pro-0813,research-12,research,True,2,1,0.008481459096,23.4,Paimon,Paimon
"strong, arxiv + page",deepseek-v4-pro-0813,research-13,research,True,2,1,0.011587687319999998,20.0,Up to 132%.,132%
"strong, arxiv + page",deepseek-v4-pro-0813,research-14,research,True,2,1,0.008010160488,16.0,"6,091","6,091"
"strong, arxiv + page",deepseek-v4-pro-0813,research-15,research,True,2,1,0.005213661023999998,11.3,41 pathology workflow tasks.,41
"strong, arxiv + page",deepseek-v4-pro-0813,research-16,research,True,2,1,0.007113543624000001,15.2,89 percent,89 percent
"strong, arxiv + page",deepseek-v4-pro-0813,research-17,research,True,2,1,0.007609748256000002,11.9,35,35
"strong, arxiv + page",deepseek-v4-pro-0813,research-18,research,True,2,1,0.009351254088000003,16.8,67.25%,67.25%
"strong, arxiv + page",deepseek-v4-pro-0813,research-19,research,True,3,2,0.013250643383999998,25.5,41%,41%
"strong, arxiv + page",deepseek-v4-pro-0813,research-20,research,True,2,1,0.006407234328000007,15.0,+8.3 percentage points,8.3
"strong, arxiv + page",deepseek-v4-pro-0813,research-21,research,True,2,1,0.007087360367999999,15.9,0.673 ± 0.136 (up from the 0.091 zero-shot baseline).,0.673
"strong, arxiv + page",deepseek-v4-pro-0813,research-22,research,True,2,1,0.009558165671999998,19.4,59.5%,59.5%
"strong, arxiv + page",deepseek-v4-pro-0813,research-23,research,True,4,3,0.020835485616000002,45.4,up to +20.2 points,20.2
"strong, arxiv + page",deepseek-v4-pro-0813,research-24,research,True,2,1,0.008200468055999999,16.8,13.6%,13.6%
"strong, arxiv + page",deepseek-v4-pro-0813,research-25,research,True,2,1,0.009706324584000003,19.2,6,six
"strong, arxiv + page",deepseek-v4-pro-0813,research-26,research,True,2,1,0.0049882295760000014,15.7,120,120
"strong, arxiv + page",deepseek-v4-pro-0813,research-27,research,True,2,1,0.007136533799999997,16.3,197,197
"strong, arxiv + page",deepseek-v4-pro-0813,research-28,research,True,2,1,0.007616134415999995,15.1,openJiuwen achieves **87.19%** on Terminal-Bench 2.1.,87.19%
"strong, arxiv + page",deepseek-v4-pro-0813,research-29,research,True,2,1,0.007580371920000002,13.0,VisTarget-Bench contains 150 tasks.,150
"strong, arxiv + page",deepseek-v4-pro-0813,research-30,research,True,3,2,0.013491401615999994,28.9,47.79,47.79
"strong, arxiv + page",deepseek-v4-pro-0813,research-31,research,True,2,1,0.008183864040000002,18.2,0.85,0.85
"strong, arxiv + page",deepseek-v4-pro-0813,research-32,research,True,2,1,0.006394462008,15.6,104,104
"strong, arxiv + page",deepseek-v4-pro-0813,research-33,research,True,2,1,0.008927213063999996,19.6,ARIA,ARIA
"strong, arxiv + page",deepseek-v4-pro-0813,research-34,research,True,2,1,0.007035632471999995,15.4,38%,38%
"strong, arxiv + page",deepseek-v4-pro-0813,research-35,research,True,2,1,0.007690213872000001,17.6,AutoSciRub achieved an average improvement of **16.8 points*,16.8
"strong, arxiv + page",deepseek-v4-pro-0813,research-36,research,True,2,1,0.009459818808000009,21.3,520,520
"strong, arxiv + page",deepseek-v4-pro-0813,research-37,research,True,2,1,0.006112193735999999,16.3,mini-swe-agent,mini-swe-agent
"strong, arxiv + page",deepseek-v4-pro-0813,research-38,research,True,3,2,0.009130292952000005,25.6,RobustSGPO raised the agent to **80.0%** completion on the 3,80.0%
"strong, arxiv + page",deepseek-v4-pro-0813,research-39,research,True,2,1,0.005926356480000006,15.6,50 unique optimization examples per benchmark,50
"strong, arxiv + page",deepseek-v4-pro-0813,research-40,research,True,2,1,0.005281992935999999,15.0,15.5%,15.5%
